;Ano;FT_Odds_H;FT_Odds_A;FT_Goals_H;FT_Goals_A;Odds_0x0;Odds_1x1;Odds_2x2;Odds_3x3;Odds_0x1;Odds_0x2;Odds_0x3;Odds_1x0;Odds_1x2;Odds_1x3;Odds_2x0;Odds_2x1;Odds_2x3;Odds_3x0;Odds_3x1;Odds_3x2
223;2022;2.60;1.44;0;0;8.50;6.00;14.00;71.00;6.50;9.00;19.00;9.50;8.00;15.00;19.00;11.00;26.00;51.00;34.00;41.00
224;2022;1.36;2.88;1;0;8.00;6.00;15.00;81.00;10.00;20.00;71.00;6.00;13.00;41.00;8.50;8.00;46.00;17.00;15.00;26.00
225;2022;2.00;1.73;1;0;6.00;5.50;17.00;101.00;6.00;11.00;26.00;7.00;9.50;26.00;13.00;11.00;41.00;36.00;34.00;46.00
226;2022;1.30;3.20;2;2;8.00;6.00;15.00;91.00;10.00;21.00;71.00;5.50;13.00;41.00;8.00;7.50;46.00;15.00;17.00;26.00
227;2022;1.85;1.85;2;1;7.00;5.50;15.00;91.00;6.50;12.00;31.00;7.00;9.50;26.00;12.00;10.00;36.00;31.00;26.00;41.00
228;2022;1.20;4.00;2;1;8.00;6.50;18.00;126.00;12.00;31.00;101.00;5.00;18.00;67.00;6.50;7.50;76.00;12.00;15.00;31.00
229;2022;1.11;5.50;4;0;10.00;7.50;19.00;101.00;15.00;41.00;126.00;5.50;20.00;81.00;6.00;7.00;76.00;10.00;12.00;26.00
230;2022;1.20;4.00;0;1;8.50;6.50;18.00;126.00;12.00;31.00;101.00;5.00;17.00;61.00;7.00;7.50;76.00;12.00;14.00;31.00
231;2022;1.25;3.60;1;0;8.00;6.50;17.00;91.00;11.00;23.00;91.00;5.50;15.00;51.00;7.50;7.50;61.00;13.00;15.00;26.00
232;2022;1.60;2.20;2;1;8.00;5.50;14.00;76.00;8.00;14.00;36.00;7.00;10.00;26.00;11.00;8.50;36.00;23.00;20.00;31.00
233;2022;1.85;1.85;1;2;8.00;5.50;14.00;81.00;7.50;12.00;31.00;7.00;9.50;23.00;12.00;9.50;34.00;26.00;23.00;31.00
234;2022;1.45;2.55;1;2;6.00;5.50;18.00;126.00;7.50;15.00;51.00;5.50;12.00;36.00;9.50;9.50;56.00;23.00;23.00;41.00
235;2022;1.06;7.50;0;2;15.00;10.00;21.00;101.00;23.00;61.00;201.00;6.50;26.00;91.00;6.00;7.00;91.00;7.50;9.50;23.00
236;2022;1.44;2.60;1;1;7.50;6.00;15.00;91.00;9.00;17.00;46.00;6.00;11.00;34.00;9.00;8.50;46.00;20.00;19.00;31.00
237;2022;2.00;1.73;1;2;8.00;5.50;13.00;81.00;7.00;11.00;26.00;8.00;9.00;21.00;14.00;10.00;31.00;34.00;23.00;34.00
238;2022;1.14;5.20;4;0;7.00;7.00;23.00;201.00;12.00;36.00;151.00;4.50;23.00;91.00;6.00;8.00;101.00;11.00;15.00;41.00
239;2022;3.20;1.30;1;2;7.50;6.00;15.00;101.00;5.50;8.00;17.00;10.00;8.00;15.00;21.00;13.00;26.00;76.00;46.00;56.00
240;2022;1.33;3.00;1;1;8.00;6.00;15.00;91.00;10.00;20.00;61.00;6.00;12.00;36.00;8.50;8.00;46.00;17.00;15.00;31.00
241;2022;1.57;2.25;1;0;6.00;5.50;17.00;101.00;7.50;14.00;41.00;6.00;11.00;31.00;10.00;9.50;51.00;26.00;23.00;41.00
242;2022;1.11;5.50;0;0;8.50;7.50;20.00;126.00;13.00;36.00;126.00;5.00;20.00;76.00;6.00;7.50;76.00;11.00;13.00;26.00
243;2022;3.30;1.29;2;2;7.00;6.00;19.00;126.00;5.00;7.50;15.00;10.00;8.00;17.00;23.00;15.00;36.00;91.00;56.00;67.00
244;2022;2.10;1.65;0;1;7.00;5.50;15.00;91.00;6.50;11.00;26.00;7.00;9.50;23.00;14.00;10.00;41.00;36.00;26.00;41.00
245;2022;1.25;3.60;3;2;7.00;6.50;19.00;126.00;11.00;26.00;101.00;5.00;15.00;61.00;7.00;8.00;81.00;13.00;17.00;34.00
246;2022;1.45;2.55;0;0;6.00;5.50;17.00;126.00;7.50;15.00;41.00;5.50;11.00;36.00;10.00;9.00;61.00;23.00;23.00;41.00
247;2022;1.13;5.20;3;0;12.00;7.50;15.00;81.00;15.00;41.00;126.00;6.00;18.00;61.00;6.50;7.00;67.00;10.00;11.00;23.00
248;2022;2.20;1.60;4;2;7.00;5.50;15.00;91.00;6.50;10.00;23.00;7.50;9.00;21.00;14.00;10.00;36.00;36.00;26.00;41.00
249;2022;1.25;3.60;3;0;10.00;6.50;15.00;76.00;13.00;26.00;81.00;6.00;14.00;41.00;7.50;7.00;46.00;13.00;13.00;21.00
250;2022;2.00;1.73;1;2;7.00;5.50;15.00;91.00;6.50;11.00;26.00;7.50;9.00;23.00;13.00;10.00;34.00;36.00;26.00;41.00
251;2022;1.17;4.50;2;0;8.00;7.00;20.00;126.00;12.00;31.00;101.00;5.00;19.00;71.00;6.50;7.50;76.00;11.00;14.00;36.00
252;2022;1.22;3.80;3;1;9.00;6.50;17.00;91.00;12.00;26.00;91.00;5.50;15.00;56.00;7.00;7.50;61.00;12.00;14.00;26.00
253;2022;1.22;3.80;1;0;9.00;6.50;15.00;91.00;12.00;26.00;91.00;5.50;15.00;51.00;7.00;7.50;61.00;13.00;13.00;26.00
254;2022;1.13;5.20;2;3;9.50;7.50;19.00;101.00;15.00;36.00;101.00;5.00;20.00;67.00;6.00;7.50;76.00;10.00;12.00;26.00
255;2022;1.40;2.75;2;0;10.00;6.50;13.00;56.00;11.00;20.00;46.00;7.00;12.00;31.00;9.00;7.50;36.00;17.00;14.00;23.00
256;2022;1.11;5.50;1;0;8.50;7.50;20.00;126.00;14.00;36.00;151.00;5.00;21.00;91.00;6.00;7.50;91.00;10.00;14.00;31.00
257;2022;1.73;2.00;0;1;6.50;5.50;15.00;101.00;7.00;13.00;36.00;6.50;10.00;26.00;11.00;9.50;41.00;26.00;23.00;41.00
258;2022;1.44;2.60;2;2;8.00;6.00;14.00;81.00;9.00;17.00;51.00;6.50;11.00;31.00;9.50;8.50;36.00;19.00;18.00;26.00
259;2022;1.80;1.91;0;0;6.00;5.50;18.00;126.00;6.50;12.00;36.00;6.50;10.00;31.00;12.00;10.00;51.00;31.00;26.00;51.00
260;2022;2.20;1.60;3;2;7.50;5.50;15.00;91.00;6.50;10.00;26.00;7.50;9.00;21.00;14.00;10.00;36.00;36.00;26.00;36.00
261;2022;1.08;6.50;4;2;14.00;8.50;15.00;81.00;19.00;46.00;126.00;6.50;20.00;67.00;6.50;7.00;61.00;9.50;10.00;20.00
262;2022;2.25;1.57;1;0;6.50;5.50;15.00;101.00;6.00;10.00;26.00;7.50;9.00;23.00;14.00;11.00;36.00;41.00;31.00;51.00
263;2022;1.57;2.25;0;0;6.50;5.50;15.00;101.00;7.50;14.00;41.00;6.00;11.00;26.00;10.00;9.00;51.00;26.00;23.00;41.00
264;2022;1.57;2.25;1;1;7.00;5.50;15.00;101.00;7.50;15.00;41.00;6.00;11.00;31.00;10.00;9.00;46.00;23.00;21.00;36.00
265;2022;1.05;8.00;2;0;14.00;10.00;21.00;91.00;23.00;67.00;201.00;6.00;26.00;101.00;5.50;7.00;91.00;7.50;10.00;23.00
266;2022;2.40;1.50;1;2;7.50;5.50;15.00;91.00;6.00;10.00;23.00;8.00;8.50;20.00;15.00;11.00;31.00;41.00;31.00;46.00
267;2022;2.40;1.50;0;0;7.50;6.00;15.00;91.00;6.00;9.50;21.00;8.50;8.50;19.00;17.00;11.00;26.00;41.00;31.00;41.00
268;2022;1.11;5.50;4;2;9.00;7.50;19.00;126.00;15.00;36.00;126.00;5.00;20.00;81.00;6.00;7.50;76.00;10.00;13.00;31.00
269;2022;1.57;2.25;1;2;6.50;5.50;15.00;101.00;7.50;15.00;41.00;6.00;11.00;36.00;10.00;9.50;51.00;23.00;23.00;41.00
270;2022;1.29;3.30;0;1;8.50;6.50;15.00;81.00;11.00;23.00;81.00;5.50;13.00;41.00;8.00;7.50;51.00;15.00;15.00;26.00
271;2022;1.20;4.00;0;0;9.50;7.00;17.00;101.00;13.00;31.00;126.00;5.50;17.00;61.00;6.50;7.00;61.00;12.00;13.00;26.00
